"purchase","nTab","moCbook","iRecMer1","llDol"
0,0,50,0.01960784,-2.302585
0,0,50,0.03652333,-2.302585
0,6,21.18922,0.09589214,5.236974
0,7,45.33509,0.3257705,4.220537
0,2,50,0.2167474,-2.302585
0,1,50,0.04701594,-2.302585
0,0,50,0.01960784,-2.302585
0,6,50,0.09805437,4.095843
1,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.3223211,-2.302585
0,9,50,0.1260769,-2.302585
0,0,50,0.02217948,-2.302585
0,0,50,0.01960784,-2.302585
0,11,50,0.3982208,-2.302585
0,0,50,0.01960784,-2.302585
0,2,20.79501,0.1460372,3.222469
0,0,50,0.01960784,-2.302585
0,3,50,0.03652333,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.2756248,-2.302585
0,10,22.17477,0.5393338,5.017545
0,11,32.88436,0.1225246,-2.302585
0,3,50,0.0655413,-2.302585
0,0,50,0.01960784,-2.302585
1,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,3,50,0.1549583,-2.302585
0,2,50,0.2315886,-2.302585
0,0,50,0.01960784,-2.302585
0,4,50,0.233364,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.02090028,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.4954427,-2.302585
0,5,17.57556,0.05383418,5.870567
0,2,33.96846,0.02598511,-2.302585
0,8,45.92641,0.50364,-2.302585
0,18,8.574244,0.2407466,5.379897
0,7,50,0.06803147,4.913096
0,1,50,0.01960784,-2.302585
0,1,29.13929,0.03836459,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.06582476,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.2707222,-2.302585
0,0,50,0.1155481,-2.302585
0,6,50,0.4581577,-2.302585
0,0,50,0.01960784,-2.302585
0,4,50,0.04358284,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.05815375,-2.302585
0,7,8.212878,0.1549583,3.138533
0,4,50,0.05011195,3.690877
1,0,50,0.05963482,-2.302585
0,1,50,0.06911271,-2.302585
0,5,34.09987,0.05450899,-2.302585
0,2,50,0.01960784,5.010835
0,6,20.79501,0.06046401,4.305146
0,9,50,0.487508,3.913622
0,12,8.607096,0.6156958,-2.302585
0,1,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,1,50,0.01960784,5.641907
0,0,50,0.01960784,-2.302585
0,0,50,0.0214905,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,4,50,0.07678337,-2.302585
0,0,50,0.01960784,-2.302585
1,14,50,0.06443146,-2.302585
0,1,50,0.01960784,3.691127
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,2,50,0.02786423,-2.302585
0,3,50,0.3403399,-2.302585
0,2,50,0.02455948,-2.302585
0,18,43.59396,0.3189438,6.115716
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,4,50,0.1101143,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,7,50,0.3692382,-2.302585
0,0,50,0.02211502,-2.302585
0,2,50,0.4954427,3.335414
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,5,50,0.1315244,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,4,50,0.078567,-2.302585
0,0,50,0.08421868,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,2,50,0.04402407,4.144404
0,0,50,0.2756248,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.3737721,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.02512712,-2.302585
0,0,50,0.0293132,-2.302585
0,1,20.53219,0.05905634,4.24978
0,0,50,0.04440943,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,5,50,0.1686987,-2.302585
0,1,50,0.9383477,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.06322699,3.913821
0,1,50,0.09711588,4.60066
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.1220334,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,9,45.10512,0.05190642,3.387774
0,3,50,0.05326893,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.2781433,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.08915183,-2.302585
0,1,50,0.233364,2.949165
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.2591962,-2.302585
0,0,50,0.01960784,-2.302585
0,1,45.79501,0.0214149,-2.302585
0,0,50,0.01960784,-2.302585
0,8,50,0.02611889,-2.302585
0,8,17.83837,0.06131657,4.499587
0,0,50,0.02300066,-2.302585
0,2,50,0.03521355,-2.302585
0,0,50,0.01960784,-2.302585
0,4,10.28252,0.1446493,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.0615646,-2.302585
0,0,50,0.07071833,-2.302585
0,0,50,0.07639795,-2.302585
0,2,9.921156,0.1705896,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.03683268,-2.302585
0,6,50,0.3156367,3.468544
0,0,50,0.128743,-2.302585
0,34,9.658344,0.364813,5.361339
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.02113243,-2.302585
0,1,50,0.02650552,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.02296596,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.3930785,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,4.511079
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,9,21.02497,0.9383477,4.990773
0,0,50,0.1125573,-2.302585
0,3,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.1073949,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.2036938,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.04447431,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.04730822,4.095843
0,0,50,0.1191669,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.04072568,-2.302585
0,0,50,0.01960784,-2.302585
0,12,17.14849,0.6849685,4.344584
0,4,7.260184,0.1210627,-2.302585
0,1,50,0.02817371,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.213704,-2.302585
0,15,7.194481,0.4034995,5.298517
0,0,50,0.01960784,-2.302585
0,1,50,0.06232086,-2.302585
0,5,50,0.04493387,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,4,6.668857,0.1303975,2.714032
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.03485071,-2.302585
0,1,50,0.01960784,-2.302585
0,1,50,0.4447691,-2.302585
0,0,50,0.01960784,-2.302585
0,4,19.38239,0.5591477,3.404193
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.0526243,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,6,44.31669,0.3000789,4.095843
0,2,50,0.06818385,-2.302585
0,1,50,0.08086282,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,10,31.17608,0.06512066,-2.302585
0,0,50,0.3604927,-2.302585
0,4,50,0.1338375,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
1,0,50,0.01960784,-2.302585
0,9,50,0.06713126,-2.302585
0,0,50,0.05129415,-2.302585
0,1,50,0.0261863,-2.302585
0,10,50,0.487508,4.044279
0,4,50,0.04447431,-2.302585
0,0,50,0.01960784,-2.302585
0,4,21.32063,0.06244871,5.697093
0,0,50,0.01960784,-2.302585
0,12,46.15637,0.06349074,3.913422
0,0,50,0.02596295,-2.302585
0,0,50,0.03661118,-2.302585
0,9,21.84625,0.06833693,5.682797
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,7,32.72011,0.3030665,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.1230197,2.827314
0,0,50,0.09440516,-2.302585
0,0,50,0.02833104,-2.302585
0,1,50,0.01960784,-2.302585
0,3,50,0.02201904,-2.302585
0,0,50,0.1085437,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,8,45.69645,0.02804393,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,4,50,0.3930785,-2.302585
0,2,50,0.02527316,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.05450899,-2.302585
0,6,50,0.1220334,4.478018
0,7,50,0.2807082,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,15,9.592641,0.2807082,5.491826
0,5,50,0.3692382,3.230014
0,0,50,0.01960784,-2.302585
0,3,50,0.01960784,4.969883
0,0,50,0.01960784,-2.302585
0,0,50,0.04447431,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,3.971612
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,7,50,0.2756248,-2.302585
0,6,50,0.09650013,5.620582
0,0,50,0.4581577,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,5.215044
0,0,50,0.03802908,-2.302585
0,5,50,0.01960784,-2.302585
0,0,50,0.08195132,-2.302585
0,2,50,0.06818385,5.298767
0,1,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,46.02497,0.0212653,-2.302585
0,5,50,0.3692382,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.04083494,-2.302585
0,6,33.7385,0.05308315,4.709981
0,1,50,0.4798235,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.4954427,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.02450018,-2.302585
0,0,50,0.07362616,-2.302585
0,0,50,0.01960784,-2.302585
0,13,30.3548,0.03765276,-2.302585
0,5,50,0.4954427,-2.302585
0,4,50,0.07171803,-2.302585
0,0,50,0.1705896,-2.302585
0,0,50,0.1187022,-2.302585
0,6,31.89882,0.02265825,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.02488066,-2.302585
0,0,50,0.02671488,-2.302585
0,0,50,0.01960784,-2.302585
1,5,50,0.1623986,3.498022
0,0,50,0.01960784,-2.302585
0,6,8.344284,0.1129751,-2.302585
0,0,50,0.02576517,-2.302585
0,4,50,0.03268058,3.953165
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.6156958,5.124381
0,0,50,0.04402407,-2.302585
0,23,50,0.4034995,3.299165
0,7,10.41393,0.4798235,4.682687
0,1,50,0.0240739,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.02576517,-2.302585
0,14,21.78055,0.1715509,4.044629
0,1,50,0.01960784,4.318155
0,2,32.49014,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.07039127,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.03051813,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.02432398,-2.302585
0,2,50,0.01960784,-2.302585
0,1,33.57424,0.883856,-2.302585
1,0,50,0.01960784,-2.302585
0,0,50,0.0357512,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,3.690378
0,0,50,0.01960784,-2.302585
0,0,50,0.02607415,-2.302585
0,0,50,0.5591477,-2.302585
0,3,50,0.01960784,-2.302585
0,5,50,0.2707222,-2.302585
0,0,50,0.0526243,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.02620884,-2.302585
0,0,50,0.08195132,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.5804729,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,1,50,0.03550103,-2.302585
0,3,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,33.90276,0.03039623,-2.302585
0,1,50,0.05500145,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.5591477,-2.302585
0,0,50,0.9383477,-2.302585
0,0,50,0.07138167,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.05129415,-2.302585
0,4,28.35085,0.0929636,-2.302585
0,0,50,0.07055442,-2.302585
0,1,50,0.4581577,-2.302585
0,2,50,0.02596295,-2.302585
0,0,50,0.0280957,-2.302585
0,0,50,0.03039623,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.07452747,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.02768682,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.04513374,-2.302585
0,4,43.98817,0.03900364,-2.302585
0,0,50,0.03643589,-2.302585
0,1,50,0.1668494,-2.302585
0,1,50,0.9383477,-2.302585
0,2,50,0.01960784,3.913821
0,5,19.11958,0.4581577,3.222469
0,1,50,0.224749,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.02652862,-2.302585
0,0,50,0.02192389,-2.302585
0,0,50,0.01960784,-2.302585
0,7,50,0.03860788,3.335414
0,3,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,10,50,0.07362616,-2.302585
0,21,19.67806,0.2591962,3.436886
0,1,50,0.1387167,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.5393338,-2.302585
0,7,50,0.09742671,-2.302585
0,0,50,0.01960784,-2.302585
0,13,20.33509,0.50364,4.691715
0,0,50,0.02498276,-2.302585
0,1,50,0.04890431,-2.302585
0,8,50,0.3123974,4.99728
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.08398632,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.1983837,-2.302585
0,0,50,0.01960784,-2.302585
1,3,17.73982,0.4202098,2.312535
0,1,50,0.01960784,-2.302585
0,1,50,0.02381027,-2.302585
0,2,50,0.03003631,-2.302585
0,1,50,0.04453939,2.714032
0,0,50,0.05591066,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.1851131,-2.302585
0,3,50,0.0514676,-2.302585
0,3,50,0.2369978,5.298717
0,0,50,0.02326435,-2.302585
0,2,50,0.3403399,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.4954427,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.07959418,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,2,50,0.4581577,-2.302585
0,1,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,4,50,0.1590054,-2.302585
0,1,50,0.01960784,4.942071
0,3,50,0.02418868,-2.302585
0,3,50,0.04315037,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.1432875,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,11,50,0.5696108,4.407451
0,1,50,0.06415985,-2.302585
0,3,50,0.06727964,-2.302585
1,0,50,0.2446159,-2.302585
0,0,50,0.05520093,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.1315244,-2.302585
0,4,50,0.2298399,-2.302585
0,1,50,0.1696389,-2.302585
0,1,50,0.07154945,-2.302585
0,0,50,0.01960784,-2.302585
0,4,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.07154945,-2.302585
0,1,50,0.01960784,-2.302585
0,5,45.76216,0.03003631,4.382901
0,0,50,0.01960784,-2.302585
0,2,50,0.02147534,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,9,44.18528,0.3156367,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.06942797,-2.302585
0,1,50,0.1839942,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.03461294,-2.302585
0,0,50,0.06046401,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.2064569,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
1,2,50,0.01960784,-2.302585
0,1,50,0.1412922,3.913622
0,1,50,0.1481698,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
1,1,50,0.3604927,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,3.691127
0,1,50,0.02634494,-2.302585
0,5,50,0.02988885,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.1133959,-2.302585
0,2,50,0.06046401,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.1828887,-2.302585
0,1,50,0.02557038,-2.302585
0,4,50,0.09129079,-2.302585
0,3,50,0.2010037,3.73981
0,2,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,9,50,0.2591962,5.204226
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.03915415,-2.302585
0,0,50,0.01960784,-2.302585
0,1,32.22733,0.05129415,-2.302585
0,1,50,0.0496218,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,4,44.21813,0.5393338,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.05317588,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.4447691,-2.302585
0,1,50,0.0357512,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.1851131,-2.302585
0,3,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.1164321,-2.302585
0,1,50,0.03533618,-2.302585
0,0,50,0.3521518,-2.302585
0,4,33.44284,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,1,50,0.2107449,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.0448016,-2.302585
0,9,50,0.08564033,-2.302585
0,6,50,0.03737537,-2.302585
0,5,50,0.2010037,4.249495
0,1,50,0.04644208,4.788241
0,4,44.08673,0.0287865,-2.302585
0,0,50,0.01960784,-2.302585
1,15,21.02497,0.883856,5.690427
0,0,50,0.01960784,-2.302585
0,12,6.30749,0.0273387,4.382901
0,6,50,0.05674446,4.807948
0,0,50,0.01960784,-2.302585
0,6,50,0.0756386,-2.302585
0,0,50,0.02484006,-2.302585
0,0,50,0.01960784,-2.302585
0,14,20.86071,0.2281175,5.147553
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.05271543,-2.302585
0,0,50,0.03182636,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,10,10.11827,0.07274639,3.913422
0,1,50,0.01960784,-2.302585
0,3,40.76873,0.02272592,-2.302585
0,1,50,0.06144034,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.06144034,-2.302585
0,0,50,0.01960784,-2.302585
0,3,45.69645,0.288695,-2.302585
0,2,45.40079,0.01960784,-2.302585
0,0,50,0.0214905,-2.302585
0,6,50,0.2351669,-2.302585
0,5,50,0.1696389,-2.302585
0,0,50,0.4034995,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.07434545,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.02221184,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.02623143,-2.302585
0,0,50,0.01960784,-2.302585
0,2,43.5611,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.0484374,-2.302585
0,2,50,0.254856,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.5804729,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.05815375,-2.302585
0,2,50,0.1326709,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.0615646,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.1260769,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.05727834,-2.302585
0,0,50,0.03136721,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,8,33.6728,0.04272641,4.934905
0,13,20.13798,0.1909182,4.736725
0,1,50,0.01960784,-2.302585
0,2,31.37319,0.0426068,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.3156367,-2.302585
0,4,50,0.6156958,-2.302585
0,5,50,0.01960784,-2.302585
0,0,50,0.3441882,-2.302585
0,2,50,0.01960784,-2.302585
0,2,50,0.03746738,4.654436
0,2,50,0.3521518,-2.302585
0,10,20.76216,0.4651589,5.398344
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,4,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.02561341,-2.302585
0,3,50,0.02583076,-2.302585
0,0,50,0.3328959,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,4,31.60315,0.03067188,-2.302585
0,18,50,0.1590054,4.700844
0,0,50,0.09589214,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,8,8.771353,0.254856,3.691127
0,6,50,0.01960784,5.288318
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,-2.302585
0,0,50,0.0771727,-2.302585
0,0,50,0.01960784,-2.302585
0,8,50,0.02607415,-2.302585
0,2,45.00657,0.02504443,-2.302585
0,4,18.52825,0.01960784,4.144245
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
1,0,50,0.01960784,-2.302585
0,10,50,0.1059004,4.60597
0,9,19.90802,0.4954427,5.54467
0,6,50,0.03422378,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,4.205737
0,9,50,0.05069616,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.0236622,-2.302585
0,6,50,0.02669145,4.836679
0,1,50,0.02506505,-2.302585
0,0,50,0.06926998,-2.302585
0,0,50,0.1446493,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.07697754,-2.302585
0,8,45.43364,0.487508,-2.302585
0,1,22.24047,0.3403399,3.048799
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,9,7.39159,0.9681934,-2.302585
0,5,41.78712,0.03956124,-2.302585
0,3,33.63995,0.0288684,-2.302585
0,0,50,0.02977192,-2.302585
0,0,50,0.0583768,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,7,50,0.1406394,-2.302585
0,1,7.063075,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.06429537,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.1255568,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.03621912,3.335058
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,4.053175
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.03243681,-2.302585
0,1,50,0.04694343,5.011235
0,2,50,0.01960784,-2.302585
0,1,50,0.03018524,-2.302585
0,0,50,0.078567,-2.302585
0,7,8.90276,0.1129751,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,3,50,0.01960784,5.481056
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,0,50,0.50364,-2.302585
0,0,50,0.07452747,-2.302585
0,5,50,0.01960784,4.382901
0,0,50,0.01960784,-2.302585
0,1,50,0.1368459,-2.302585
0,0,50,0.01960784,-2.302585
0,19,50,0.4954427,4.788158
0,0,50,0.01960784,-2.302585
0,0,50,0.01960784,-2.302585
0,2,50,0.01960784,5.511613
0,0,50,0.01960784,-2.302585
0,0,50,0.09998686,-2.302585
0,0,50,0.01960784,-2.302585
0,1,50,0.01960784,5.371103
0,5,50,0.2446159,6.548248
0,0,50,0.03855898,-2.302585
