"longitude","latitude","housingMedianAge","population","households","medianIncome","AveBedrms","AveRooms","AveOccupancy","logMedVal"
-117.93,33.71,10,1581,633,4.1366,1.13270142180095,4.38388625592417,2.49763033175355,11.9754008277952
-117.94,33.7,18,2471,716,6.1181,1.00279329608939,6.74162011173184,3.45111731843575,12.5584885325485
-117.95,33.69,24,1954,597,6.9261,1.03517587939698,7.15075376884422,3.27303182579564,12.5588399646379
-117.95,33.7,17,2585,915,5.343,1.00983606557377,6.31803278688525,2.82513661202186,12.3540615232436
-117.98,33.69,22,1774,527,7.0907,0.986717267552182,7.50853889943074,3.36622390891841,12.7662596988339
-117.97,33.69,21,1886,581,6.799,0.998278829604131,7.07745266781411,3.24612736660929,12.5845090812504
-117.98,33.7,16,2142,596,7.8195,1.05872483221477,8.60234899328859,3.59395973154362,12.8751832482619
-117.96,33.7,23,1865,693,5.3428,1.06782106782107,6.37373737373737,2.69119769119769,12.5400417519333
-117.96,33.7,23,1103,407,4.725,1.09336609336609,6.44226044226044,2.71007371007371,12.5762559394937
-117.96,33.69,20,1319,432,6.091,1.02083333333333,7.22916666666667,3.05324074074074,12.5790145619328
-117.96,33.69,17,1242,368,7.7313,0.932065217391304,6.79347826086957,3.375,12.6657102325267
-117.98,33.7,24,1736,493,6.3749,1.02231237322515,7,3.52129817444219,12.5353763926728
-117.98,33.71,24,1601,512,5.6825,1.0703125,6.69921875,3.126953125,12.485974530663
-117.97,33.71,26,1337,411,5.3737,0.985401459854015,6.21167883211679,3.25304136253041,12.4407494326581
-117.97,33.71,25,1645,497,5.8195,0.961770623742455,6.58551307847083,3.30985915492958,12.5640966790382
-117.99,33.7,25,1063,369,4.0345,0.967479674796748,5.46612466124661,2.88075880758808,12.3432224836774
-117.98,33.7,17,952,341,4.4148,0.997067448680352,5.85630498533724,2.79178885630499,12.3850553010586
-117.99,33.69,17,1715,666,3.7479,1.09459459459459,5.08408408408408,2.57507507507508,12.2690474446916
-117.98,33.69,16,986,422,5.7117,1.03791469194313,5.77488151658768,2.33649289099526,12.4179530045657
-117.97,33.67,25,1809,622,5.6765,1.06109324758842,6.27974276527331,2.90836012861736,12.4878623922771
-117.97,33.66,22,1871,607,5.8541,0.988467874794069,6.44810543657331,3.08237232289951,12.5478877265619
-117.96,33.67,16,2209,637,7.0173,1.02354788069074,8.07378335949764,3.46781789638933,12.853437633435
-117.96,33.66,19,2302,729,7.5699,1.02057613168724,8.12757201646091,3.15775034293553,12.7167982642958
-117.96,33.65,23,1826,555,7.0151,1.23243243243243,9.69189189189189,3.29009009009009,12.7674012514693
-117.97,33.65,26,988,346,5.3674,0.971098265895954,6.8757225433526,2.85549132947977,12.7346399507723
-117.97,33.63,25,960,352,6.1572,1.02272727272727,7.05113636363636,2.72727272727273,12.7483969363555
-117.96,33.65,24,1943,712,5.7395,0.967696629213483,6.26685393258427,2.72893258426966,12.5769463088687
-117.96,33.65,21,910,311,7.8453,1.02250803858521,6.52733118971061,2.92604501607717,12.7463599794458
-117.96,33.65,18,1549,756,4.0229,1.16269841269841,4.76587301587302,2.0489417989418,12.8024335574024
-117.98,33.61,17,836,288,6.8939,1.01041666666667,7.13194444444444,2.90277777777778,12.8581373809889
-117.97,33.73,18,2046,614,6.2984,0.93485342019544,6.0228013029316,3.33224755700326,12.5054362227558
-117.98,33.73,18,2192,996,3.4679,1.06024096385542,3.84839357429719,2.20080321285141,12.3000182583727
-117.98,33.72,24,1738,546,6.0494,1.0018315018315,5.17582417582418,3.18315018315018,12.3900594816432
-117.98,33.72,28,1891,562,5.2655,0.998220640569395,5.53202846975089,3.36476868327402,12.4012281603042
-117.98,33.67,7,2493,1101,5.8252,1.06630336058129,5.14441416893733,2.26430517711172,12.4863523882152
-117.98,33.66,26,1615,542,6.1624,1.00922509225092,6.50738007380074,2.97970479704797,12.540399725805
-117.97,33.67,17,2166,666,6.979,0.960960960960961,6.70570570570571,3.25225225225225,12.7089668989699
-117.97,33.66,14,1974,1248,2.8061,1.07211538461538,4.87980769230769,1.58173076923077,12.1023774091914
-117.98,33.68,14,1542,472,7.3982,1.01059322033898,7.19491525423729,3.26694915254237,12.8188228890181
-117.98,33.68,24,1704,606,6.2473,1.02970297029703,6.89273927392739,2.81188118811881,12.5493076771022
-117.98,33.68,17,1265,382,6.8039,0.976439790575916,6.81413612565445,3.31151832460733,12.7155974235631
-117.97,33.68,16,2221,623,7.3731,0.959871589085072,7.23595505617978,3.56500802568218,12.8759511991508
-117.97,33.68,26,700,241,5.5105,1.21161825726141,6.70539419087137,2.9045643153527,12.3549235922625
-118.01,33.67,13,1125,490,5.888,1.09387755102041,5.92244897959184,2.29591836734694,13.0118786442291
-118.01,33.67,16,1644,774,5.041,1.0077519379845,4.6266149870801,2.12403100775194,12.8932017537646
-118.01,33.66,19,1949,910,4.355,1.14835164835165,5.00989010989011,2.14175824175824,12.9696782897387
-118,33.66,25,1689,784,4.2289,1.15178571428571,5.15433673469388,2.15433673469388,13.0006476187202
-118.02,33.65,38,755,399,2.8352,1.61904761904762,6.3859649122807,1.8922305764411,12.9197574773077
-117.99,33.68,13,1999,881,4.7245,1.00227014755959,4.54029511918275,2.26901248581158,12.5194224647305
-117.99,33.68,18,1047,451,3.5848,1.02439024390244,4.48780487804878,2.32150776053215,12.1383289934437
-117.99,33.67,15,1729,633,4.2165,1.04897314375987,4.96208530805687,2.73143759873618,12.3656372152015
-117.99,33.68,14,2272,769,3.4899,1.09362808842653,4.29778933680104,2.95448634590377,12.2862691875245
-117.99,33.67,19,1776,756,4.625,1.04497354497354,5.03703703703704,2.34920634920635,12.5503713184009
-117.99,33.67,12,1122,488,4.0385,0.98155737704918,4.5655737704918,2.29918032786885,12.7656884334656
-117.99,33.67,17,903,423,3.5859,1.00945626477541,4,2.13475177304965,12.4780063610138
-118,33.66,16,1260,638,3.2353,1.10971786833856,4.40282131661442,1.97492163009404,12.4407494326581
-117.99,33.66,29,613,236,4.6591,1.24152542372881,5.63559322033898,2.59745762711864,12.7745065819165
-117.99,33.66,14,951,575,3.0625,1.13565217391304,5.48695652173913,1.65391304347826,12.5017228876311
-118.02,33.62,11,1508,754,4.3409,1.10610079575597,5.26392572944297,2,12.5113490263829
-118.05,33.65,5,2427,867,10.1154,1.07843137254902,8.09342560553633,2.79930795847751,13.0767381993781
-118,33.68,12,2048,943,6.4858,1.04453870625663,5.55779427359491,2.17179215270414,12.5616469840249
-118,33.67,34,1521,632,4.8125,1.05537974683544,5.87341772151899,2.40664556962025,12.8682450217907
-118,33.71,19,2422,971,4.0121,1.05973223480947,4.95159629248198,2.49433573635427,12.5414728791901
-117.99,33.71,18,3031,577,2.7614,1.00173310225303,3.45580589254766,5.25303292894281,12.3779229024568
-117.99,33.71,17,1803,432,2.7865,1.06018518518519,3.7037037037037,4.17361111111111,12.2862691875245
-118.02,33.71,23,2408,936,5.3886,1.06303418803419,5.93376068376068,2.57264957264957,12.7125889977081
-118.02,33.7,23,2473,769,6.3047,1.00130039011704,6.59167750325097,3.21586475942783,12.5626975882189
-118.02,33.72,22,4404,1594,4.4453,1.0702634880803,5.54830614805521,2.76286072772898,12.4979957122392
-118.01,33.73,23,1766,589,6.7418,0.981324278438031,6.95246179966044,2.99830220713073,12.619836556453
-118.02,33.73,24,2743,1057,5.1384,1.0794701986755,6.04824976348155,2.59508041627247,12.7275414293946
-118.03,33.72,24,2465,946,5.163,1.01162790697674,5.5,2.60570824524313,12.4722756863048
-118.04,33.72,24,3418,1268,4.6649,1.04889589905363,5.63170347003155,2.69558359621451,12.3791852632388
-117.99,33.73,24,1181,414,3.8365,1.01690821256039,5.08212560386473,2.85265700483092,12.4328097323545
-118,33.73,26,809,282,6.7395,0.99290780141844,7.9290780141844,2.86879432624113,12.7449024657058
-117.99,33.73,20,1770,817,3.1912,1.08200734394125,3.89473684210526,2.16646266829865,12.3050125933851
-117.99,33.72,26,801,270,5.5514,1.01851851851852,6.61851851851852,2.96666666666667,12.4517601612793
-117.99,33.72,17,1473,535,4.2875,1.21308411214953,5.23551401869159,2.75327102803738,11.8115474774603
-117.99,33.72,14,1338,475,3.628,1.13052631578947,4.47789473684211,2.81684210526316,12.1468532858702
-118.01,33.71,18,3079,1248,4.7515,1.08733974358974,5.26041666666667,2.46714743589744,12.5967624680562
-118.01,33.7,24,1741,588,7.248,0.964285714285714,6.5578231292517,2.9608843537415,12.6204974950098
-118.01,33.69,3,337,123,11.5199,0.934959349593496,7.68292682926829,2.73983739837398,13.1223653774023
-117.99,33.7,13,1999,859,4.625,1.05122235157159,4.67171129220023,2.32712456344587,12.4244046398472
-117.99,33.69,16,886,270,5.3259,1.08888888888889,5.46666666666667,3.28148148148148,12.2848838259545
-117.99,33.69,12,1441,788,1.6705,1.08883248730964,3.14720812182741,1.82868020304569,12.7656884334656
-118.02,33.71,24,1184,435,5.8623,1.0183908045977,5.97241379310345,2.72183908045977,12.5700210734354
-118.03,33.7,15,1259,413,7.7854,1.01937046004843,7.8547215496368,3.04842615012107,12.8874002492848
-118.03,33.71,26,738,235,6,1.06808510638298,6.31063829787234,3.14042553191489,12.5113490263829
-118.07,33.67,13,2429,718,9.5268,0.99025069637883,7.13927576601671,3.38300835654596,12.9897458527895
-118.04,33.72,14,2222,963,4.7821,1.08826583592939,4.66666666666667,2.3073727933541,12.0400180612001
-118.05,33.72,14,1192,656,4.1862,1.04725609756098,4.07469512195122,1.81707317073171,12.1489730534896
-118.04,33.72,15,942,477,4.0238,1.0272536687631,3.84905660377358,1.9748427672956,12.1145054520047
-118.09,33.7,13,2261,972,5.883,0.996913580246914,4.90740740740741,2.3261316872428,12.595069560931
-118.04,33.71,12,1605,769,6.0102,1.12873862158648,5.21976592977893,2.08712613784135,12.8914396387712
-118.09,33.75,32,2615,950,6.6188,1.02526315789474,6.56736842105263,2.75263157894737,12.8479265317026
-118.1,33.74,37,531,282,4.7773,0.929078014184397,3.5354609929078,1.88297872340426,12.8992198260901
-118.11,33.75,15,785,477,5.4011,1.70230607966457,5.38574423480084,1.64570230607966,12.7553494556704
-118.11,33.74,43,565,309,4.8482,0.980582524271845,3.9546925566343,1.82847896440129,13.1223653774023
-118.09,33.74,44,871,367,4.6369,1.06267029972752,4.55313351498638,2.3732970027248,12.9532344143964
-118.11,33.75,24,592,314,5.0926,1,5.12101910828025,1.88535031847134,12.8751832482619
-118.1,33.74,33,872,465,4.537,1.12688172043011,4.55698924731183,1.8752688172043,13.1133226327522
-118.1,33.74,31,563,310,4.6528,1.10322580645161,4.2258064516129,1.81612903225806,13.0326574643198
-118.11,33.73,32,645,334,5.0476,0.997005988023952,3.76646706586826,1.9311377245509,13.1223653774023
-118.1,33.74,32,934,512,4.2287,1.015625,3.974609375,1.82421875,13.1223653774023
-118.07,33.72,24,513,254,4.9044,1.16535433070866,4.88188976377953,2.01968503937008,13.0919041699196
-118.07,33.72,32,369,209,5.1824,1.19617224880383,5.64114832535885,1.76555023923445,13.1223653774023
-118.09,33.71,19,491,197,8.7397,1.3756345177665,7.09137055837563,2.49238578680203,13.1223653774023
-118.06,33.72,17,1619,796,5.7704,1.17713567839196,5.74497487437186,2.03391959798995,13.1223653774023
-118.05,33.71,25,1424,547,8.8281,1.04204753199269,7.58683729433272,2.60329067641682,13.042453994176
-118.06,33.72,22,1426,533,9.8177,0.99624765478424,8.08818011257036,2.67542213883677,13.1223653774023
-118.07,33.73,13,643,303,9.8346,1.03300330033003,6.01320132013201,2.12211221122112,12.9034608203474
-118.06,33.72,14,964,319,15.0001,1.03761755485893,8.35423197492163,3.02194357366771,13.1223653774023
-118.06,33.73,16,1490,578,10.5424,1.04152249134948,7.59861591695502,2.57785467128028,13.1223653774023
-118.08,33.72,14,696,367,7.1673,1.07901907356948,5.50681198910082,1.89645776566757,12.7387576036491
-118.05,33.73,25,1301,467,5.0699,0.963597430406852,5.29336188436831,2.78586723768737,12.4916274569658
-118.05,33.72,17,900,406,5.2589,1.16256157635468,4.61822660098522,2.21674876847291,12.3287326582661
-118.05,33.72,22,2260,1184,3.8038,1.07347972972973,4.57432432432432,1.90878378378378,12.0696800206246
-118.09,33.77,26,515,392,1.8015,1.04336734693878,3.54081632653061,1.31377551020408,11.0348896640272
-118.08,33.77,26,971,544,2.1944,1.03308823529412,4.52389705882353,1.78492647058824,11.3793940723457
-118.08,33.77,26,664,510,2.2708,1.08039215686275,3.94705882352941,1.30196078431373,11.1198828768606
-118.08,33.77,26,960,723,1.9074,1.11479944674965,4.26417704011065,1.32780082987552,11.1345890242503
-118.08,33.76,25,743,597,1.4617,1.06700167504188,3.34170854271357,1.24455611390285,10.7557729544344
-118.09,33.76,26,533,414,1.808,1.06280193236715,3.92512077294686,1.28743961352657,10.9767820332199
-118.09,33.77,26,1829,1393,1.7675,1.08255563531945,3.84709260588658,1.31299353912419,11.0235351219243
-118.08,33.76,26,692,538,1.6111,1.0724907063197,3.65613382899628,1.28624535315985,10.902279505922
-118.08,33.76,26,366,313,1.2813,1.1629392971246,3.18210862619808,1.16932907348243,10.751499443657
-118.08,33.76,27,193,155,2.0952,1.0258064516129,3.41290322580645,1.24516129032258,11.1746516064024
-118.09,33.77,27,847,627,1.7208,1.0207336523126,3.66985645933014,1.35087719298246,11.1198828768606
-118,33.76,26,1499,436,2.925,1.04357798165138,4.30275229357798,3.43807339449541,12.0782392740203
-118.01,33.75,30,2269,652,4.525,1.10736196319018,5.1840490797546,3.48006134969325,12.1335019526953
-118,33.75,26,1977,368,2.7589,1.05163043478261,3.7554347826087,5.37228260869565,11.8313791960888
-118,33.74,25,1148,372,6.394,0.93010752688172,7.43817204301075,3.08602150537634,12.6657102325267
-118.02,33.76,27,1781,561,4.25,1.04634581105169,5.17825311942959,3.174688057041,12.2774626416168
-118.02,33.75,26,1596,475,5.7157,1.00842105263158,6.29263157894737,3.36,12.3510384157804
-118.03,33.76,25,2503,790,5.742,1.0746835443038,5.88607594936709,3.16835443037975,12.3099821089207
-118.04,33.76,16,878,297,7.0879,0.885521885521885,6.96969696969697,2.95622895622896,12.73316524176
-118.04,33.75,16,1291,614,5.2001,1.0586319218241,6.11889250814332,2.10260586319218,12.3698907307596
-118.04,33.74,26,1274,441,5.3559,0.954648526077097,5.74149659863946,2.88888888888889,12.3707392670854
-118.02,33.74,26,1961,595,6.128,1.02352941176471,6.45714285714286,3.29579831932773,12.4219901517526
-118.02,33.73,26,1902,597,5.5599,1.02177554438861,6.21608040201005,3.18592964824121,12.363503653479
-118.01,33.74,25,3613,1232,6.0609,1.02597402597403,6.58279220779221,2.93262987012987,12.4871076752602
-117.98,33.75,24,2670,772,3.8158,1.03886010362694,5.00647668393782,3.45854922279793,12.1007121298723
-117.98,33.75,37,783,273,3.3438,1.003663003663,4.63003663003663,2.86813186813187,12.2040706428595
-117.99,33.75,30,1314,418,3.0909,1.10526315789474,4.44736842105263,3.14354066985646,12.1248625901046
-117.98,33.74,29,2257,620,4.7404,1.0241935483871,5.55322580645161,3.64032258064516,12.2428866186529
-117.99,33.74,26,1960,739,4.506,1.00270635994587,5.50067658998647,2.65223274695535,12.3883942023241
-117.98,33.74,16,2341,825,4.4261,1.10060606060606,5.61939393939394,2.83757575757576,12.6270829649738
-117.99,33.73,17,2440,985,4.375,1.06091370558376,5.31878172588832,2.47715736040609,12.4215871696799
-117.98,33.73,22,2408,660,6.6539,0.945454545454545,6.41212121212121,3.64848484848485,12.559893520486
-117.99,33.77,29,922,255,3.1902,1.04705882352941,5.14509803921569,3.6156862745098,12.2180012163954
-117.98,33.76,28,2066,636,4.0194,1.0251572327044,5.05503144654088,3.24842767295597,12.1929874059815
-117.99,33.76,30,1351,359,3.369,1.008356545961,4.37883008356546,3.76323119777159,12.1595050097138
-117.99,33.76,17,1468,699,1.9439,1.05436337625179,3.64091559370529,2.10014306151645,12.0878520141427
-117.99,33.75,22,2357,743,3.3125,1.01480484522207,4.0699865410498,3.17227456258412,12.1642084414315
-117.98,33.76,23,1988,474,2.1375,1.09282700421941,3.27637130801688,4.19409282700422,11.9183905730784
-117.98,33.76,24,967,418,4.4545,0.9688995215311,4.49760765550239,2.3133971291866,12.16785143271
-117.98,33.75,27,1537,426,5.1345,0.974178403755869,5.5,3.60798122065728,12.257715878682
-118.02,33.77,34,1253,338,5.1507,1.0414201183432,6.25739644970414,3.70710059171598,12.2428866186529
-118.02,33.77,33,1520,456,5.0091,0.956140350877193,5.88377192982456,3.33333333333333,12.2619802774685
-118.02,33.76,25,1404,385,3.6289,1.04935064935065,4.56883116883117,3.64675324675325,12.1848490090785
-118.01,33.77,33,890,264,5.422,0.901515151515151,5.25378787878788,3.37121212121212,12.2263653487979
-118.01,33.77,32,995,272,5.8362,1.08823529411765,6.51102941176471,3.65808823529412,12.2899541295109
-118.01,33.76,35,1249,317,3.9855,1.10094637223975,6.53627760252366,3.94006309148265,12.1647296819958
-118.01,33.76,26,2038,585,2.2981,1.02051282051282,3.65982905982906,3.48376068376068,12.0878520141427
-118,33.77,24,687,264,3.4327,1.01136363636364,5.01515151515152,2.60227272727273,12.1694086611586
-118,33.76,29,1426,502,3.0263,1.00199203187251,3.94820717131474,2.8406374501992,12.1766438348394
-118,33.77,28,1155,456,3.5139,1.1030701754386,5.26535087719298,2.53289473684211,12.262925457123
-118,33.76,14,982,307,2.9083,1.03908794788274,3.64820846905537,3.19869706840391,12.096257779523
-118,33.76,12,1047,334,3.0625,0.991017964071856,3.74251497005988,3.13473053892216,12.2491321349906
-118.03,33.77,21,1511,829,3,1.0832328106152,4.58745476477684,1.8226779252111,12.3068225486303
-118.02,33.77,7,232,107,5.2077,1.10280373831776,5.47663551401869,2.16822429906542,12.1079083967429
-118.03,33.77,27,880,294,5.635,1.05442176870748,6.80272108843537,2.99319727891156,12.296370283511
-118.03,33.77,24,1818,590,5.8053,0.98135593220339,6.45762711864407,3.08135593220339,12.4525420221479
-118.03,33.76,32,1370,481,5.0866,1.02702702702703,6.1954261954262,2.84823284823285,12.3171666930358
-118.04,33.76,25,1623,527,7.1572,1.03415559772296,7.70588235294118,3.07969639468691,12.5943915948034
-118.03,33.79,26,2932,896,5.8914,0.9921875,5.93861607142857,3.27232142857143,12.3783438664706
-118.03,33.79,32,1718,611,4.1548,1.03764320785597,5.22258592471358,2.81178396072013,12.285807613549
-118.01,33.79,30,1277,395,5.4372,1.02025316455696,6.22784810126582,3.23291139240506,12.3158235094893
-118.02,33.78,28,1754,554,5.5446,1.00902527075812,6.09205776173285,3.16606498194946,12.3410405059407
-118.01,33.78,19,1160,452,5.9357,1.05752212389381,5.85840707964602,2.56637168141593,12.2424045747776
-118.03,33.78,26,836,298,5.1061,1.01342281879195,6.71476510067114,2.80536912751678,12.4587749990859
-118.01,33.78,26,1166,373,6,1.01072386058981,6.28150134048257,3.12600536193029,12.3592228250238
-118.03,33.78,25,1600,537,6.6453,0.983240223463687,6.61824953445065,2.97951582867784,12.5065475397807
-118.04,33.78,26,1623,569,5.8426,0.978910369068541,6.40070298769772,2.85237258347979,12.4661265508645
-118.04,33.78,25,1640,572,5.7705,1.00524475524476,6.49475524475525,2.86713286713287,12.4175483919767
-118.08,33.8,29,1457,591,6.0553,1.03722504230118,6.21827411167513,2.46531302876481,12.8196353467473
-118.07,33.8,34,1311,503,7.1221,1.00795228628231,6.93041749502982,2.60636182902585,12.8596990679278
-118.08,33.79,34,1127,396,7.6144,0.997474747474748,7.17171717171717,2.8459595959596,12.8378761958491
-118.09,33.78,26,852,296,6.6137,1.00675675675676,7.25,2.87837837837838,12.7446107078627
-118.07,33.79,34,967,353,5.8283,1.08498583569405,7.0056657223796,2.73937677053824,12.800503853151
-118.09,33.79,31,1694,623,6.6312,0.990369181380417,6.79133226324238,2.71910112359551,12.794137049637
-118.08,33.78,34,1051,346,5.5767,1.0028901734104,6.60982658959538,3.03757225433526,12.8266491332553
-118.08,33.78,30,1109,414,6.9324,0.973429951690821,6.95410628019324,2.67874396135266,12.8068303767968
-118.08,33.78,25,1969,903,5.0102,1.07087486157254,5.89258028792913,2.18050941306755,12.7369949709953
-118.02,33.79,23,3281,1001,6.1142,1.02897102897103,6.36163836163836,3.27772227772228,12.3900594816432
-118.01,33.79,23,1499,403,5.7837,1.06699751861042,6.60794044665012,3.71960297766749,12.4607148639038
-118.02,33.8,24,32,8,5.875,1.75,10.5,4,12.1745819784388
-118.02,33.8,16,1379,429,8.4952,0.916083916083916,6.89044289044289,3.21445221445221,12.7927475815796
-118.01,33.8,16,1488,650,5.32,1.07846153846154,6.18615384615385,2.28923076923077,12.2991075114974
-118.05,33.78,18,1272,454,8.7015,0.955947136563877,7.51982378854626,2.80176211453744,12.876207051781
-118.05,33.78,25,1098,401,6,1.08478802992519,7.76059850374065,2.73815461346633,12.7756387643188
-118.05,33.78,25,937,326,6.6264,1.01226993865031,7.22699386503067,2.87423312883436,12.7913561802142
-118.06,33.78,22,1637,541,7.3463,1.03881700554529,7.48243992606285,3.02587800369686,12.7815617826219
-118.04,33.8,33,1359,476,5.0261,0.978991596638655,5.64075630252101,2.85504201680672,12.4094215695162
-118.06,33.8,21,1215,477,4.8,1.05660377358491,4.60377358490566,2.54716981132075,12.1904512646272
-118.07,33.79,26,1936,625,6.4288,0.9984,7.0752,3.0976,12.6782613856812
-118.06,33.8,22,1015,404,4.1379,1.09405940594059,4.68316831683168,2.51237623762376,12.2666972673466
-118.06,33.8,20,937,304,3.6217,1.09539473684211,4.53618421052632,3.08223684210526,12.1822921168648
-118.07,33.8,17,1161,532,3.6442,1.04135338345865,4.58458646616541,2.18233082706767,12.1709634684166
-118.05,33.79,19,1260,317,3.2465,1.1198738170347,5.87697160883281,3.97476340694006,12.5332157868629
-118.04,33.84,21,3193,1129,4.5395,1.06643046944198,5.86625332152347,2.8281665190434,12.4529327234617
-118.05,33.84,21,2295,654,6.983,0.998470948012232,7.47706422018349,3.50917431192661,12.7059384290598
-118.04,33.83,19,2318,748,4.6681,1.1096256684492,6.05080213903743,3.09893048128342,12.6782613856812
-118.04,33.82,26,2072,648,5.844,0.983024691358025,6.33487654320988,3.19753086419753,12.5205183552512
-118.04,33.83,20,972,283,4.055,1.10247349823322,5.25795053003534,3.43462897526502,12.2155278043009
-118.05,33.82,25,732,265,5.123,1.05283018867925,5.84150943396226,2.7622641509434,11.9804259639978
-118.06,33.82,25,965,415,4.5833,1.11325301204819,6.35421686746988,2.32530120481928,12.1595050097138
-118.06,33.81,25,1839,544,5.4216,0.943014705882353,6.42830882352941,3.38051470588235,12.4799093111599
-118.07,33.81,22,1305,368,8.5407,0.956521739130435,7.36684782608696,3.54619565217391,12.8962153170698
-118.07,33.8,22,810,295,3.8792,1.14576271186441,4.71525423728814,2.74576271186441,12.2931673523811
-118.08,33.81,21,577,264,3.3155,1.06439393939394,4.50378787878788,2.18560606060606,12.3779229024568
-118.03,33.82,17,770,310,5.6093,1.11612903225806,5.97096774193548,2.48387096774194,12.4065615062796
-118.03,33.82,17,1077,457,3.6815,1.0437636761488,4.76586433260394,2.35667396061269,12.4102372302466
-118.03,33.82,20,1275,472,6.0162,0.983050847457627,5.63983050847458,2.70127118644068,12.6713777539944
-118.02,33.82,19,1286,431,4.7466,1.0139211136891,5.76566125290023,2.98375870069606,12.4618769790839
-118.02,33.83,16,665,290,3.2933,1.13103448275862,3.92758620689655,2.29310344827586,12.4684369099977
-118.03,33.83,34,2072,691,4.225,0.945007235890014,4.63531114327062,2.99855282199711,12.1980404738329
-118.03,33.83,25,1668,509,4.625,1.04518664047151,5.95284872298625,3.2770137524558,12.3440939434275
-118.03,33.83,25,529,184,3.175,1.05978260869565,4.17391304347826,2.875,11.7965995160245
-118.06,33.83,22,2812,1021,4.53,1.03232125367287,5.18119490695397,2.75416258570029,12.3300586253112
-118.05,33.83,24,2286,665,5.7018,1.01954887218045,6.49022556390977,3.43759398496241,12.5661916518715
-118.06,33.83,21,1897,670,4.88,0.977611940298508,5.88208955223881,2.83134328358209,12.7481061964204
-118.05,33.82,21,1323,372,8.6123,1,8.05645161290323,3.55645161290323,12.8654044775954
-118.06,33.83,17,1112,501,3.8512,1.02994011976048,3.93812375249501,2.21956087824351,12.0064014504011
-118.06,33.82,24,1568,638,4.6458,1.05799373040752,6.24294670846395,2.4576802507837,12.2709236178498
-118.04,33.81,22,2204,643,5.8527,0.97045101088647,6.3094867807154,3.42768273716952,12.3925522124728
-118.04,33.81,27,1849,497,5.6846,1.03621730382294,6.01609657947686,3.72032193158954,12.283496542495
-118.05,33.81,26,1377,450,5.2542,0.971111111111111,5.60666666666667,3.06,12.3656372152015
-118.03,33.81,26,1779,543,5.7089,1.04419889502762,6.69429097605893,3.27624309392265,12.3775017611577
-118.03,33.86,19,1014,322,4.535,1.01863354037267,5.57453416149068,3.14906832298137,12.5752194909642
-118.04,33.85,24,1162,355,5.6094,0.977464788732394,6.29014084507042,3.27323943661972,12.5396836498704
-118.04,33.85,23,1646,478,5.777,0.981171548117155,6.55230125523013,3.44351464435146,12.6631809867902
-118.05,33.85,25,1212,362,6.1737,1.07182320441989,7.88950276243094,3.34806629834254,12.6542779073145
-118.04,33.85,18,1922,544,7.5057,1.00367647058824,6.66911764705882,3.53308823529412,12.7022921169068
-118.03,33.85,16,1347,389,3.8426,1.0025706940874,4.70694087403599,3.46272493573265,12.7495590515357
-118.01,33.83,29,2104,743,4.9803,1.03903095558546,5.33378196500673,2.83176312247645,12.2481738215488
-118.01,33.84,29,1724,638,3.9628,1.08307210031348,5.86206896551724,2.70219435736677,12.281180118017
-118.03,33.84,28,2328,830,4.0156,1.03253012048193,4.64698795180723,2.80481927710843,12.1858699382127
-118.02,33.83,26,2257,821,3.1497,1.08647990255786,4.40438489646772,2.74908647990256,12.2904137939639
-118.02,33.82,21,1173,432,3.7885,1.05555555555556,4.75,2.71527777777778,12.228323254465
-118.01,33.82,10,1992,693,4.1591,1.28860028860029,5.62337662337662,2.87445887445887,12.1668119315769
-118.01,33.81,18,3032,1065,4.4583,1.0169014084507,4.91830985915493,2.84694835680751,12.1553055284765
-118.02,33.81,34,2227,641,5.1155,0.957878315132605,5.43213728549142,3.47425897035881,12.210562550803
-118.02,33.86,26,1290,394,5.6677,0.972081218274112,5.94416243654822,3.2741116751269,12.3045595922448
-118.02,33.85,31,1030,353,5.3416,0.932011331444759,5.44475920679887,2.91784702549575,12.2690474446916
-118.03,33.85,30,1434,452,4.0865,0.991150442477876,5.13274336283186,3.17256637168142,12.2244036022149
-118.03,33.85,23,2873,1004,3.9156,1.13645418326693,5.47310756972112,2.86155378486056,12.319847659789
-118.01,33.85,29,1265,400,3.8864,1.1175,5.16,3.1625,12.2515239084341
-118.01,33.85,29,2396,640,4.6326,0.95625,4.7828125,3.74375,12.1817799529611
-118,33.85,34,575,206,4.5083,0.995145631067961,5.23300970873786,2.79126213592233,12.1441972418121
-118.01,33.86,29,1218,402,3.4306,1.12437810945274,5.73880597014925,3.02985074626866,12.1766438348394
-118.01,33.84,28,2112,803,4.5,1.04358655043587,5.10211706102117,2.63013698630137,12.2165179033917
-118.01,33.84,35,2354,709,5.1775,1.00564174894217,5.87588152327221,3.32016925246827,12.2709236178498
-118.02,33.84,35,2091,580,4.4821,0.970689655172414,5.98793103448276,3.6051724137931,12.2741984745778
-118.03,33.84,30,2568,797,5.4746,1.0426599749059,5.99874529485571,3.22208281053952,12.3300586253112
-117.99,33.86,36,725,219,3.4167,1.04109589041096,5.19634703196347,3.31050228310502,12.1399328430256
-117.99,33.85,34,957,304,4.9777,1.00657894736842,6.40789473684211,3.14802631578947,12.26716774489
-118,33.85,33,1154,405,4.0455,1.0320987654321,5.06913580246914,2.84938271604938,12.1919737211507
-118,33.86,32,563,178,3.875,1.10112359550562,6.52808988764045,3.16292134831461,12.2209612580239
